LAUS Code,State,County,County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
CN4821300000000,48,213,"Henderson County, TX",Oct-22,39285,37875,1410,3.60000000
CN4821500000000,48,215,"Hidalgo County, TX",Oct-22,368367,345851,22516,6.10000000
CN4821700000000,48,217,"Hill County, TX",Oct-22,17277,16524,753,4.40000000
CN4821900000000,48,219,"Hockley County, TX",Oct-22,11011,10628,383,3.50000000
CN4822100000000,48,221,"Hood County, TX",Oct-22,29878,28793,1085,3.60000000
CN4822300000000,48,223,"Hopkins County, TX",Oct-22,18232,17516,716,3.90000000
CN4822500000000,48,225,"Houston County, TX",Oct-22,10757,10390,367,3.40000000
CN4822700000000,48,227,"Howard County, TX",Oct-22,13327,12749,578,4.30000000
CN4822900000000,48,229,"Hudspeth County, TX",Oct-22,1792,1714,78,4.40000000
CN4823100000000,48,231,"Hunt County, TX",Oct-22,47391,45605,1786,3.80000000
CN4823300000000,48,233,"Hutchinson County, TX",Oct-22,8056,7704,352,4.40000000
CN4823500000000,48,235,"Irion County, TX",Oct-22,753,732,21,2.80000000
CN4823700000000,48,237,"Jack County, TX",Oct-22,3448,3324,124,3.60000000
CN4823900000000,48,239,"Jackson County, TX",Oct-22,6835,6606,229,3.40000000
CN4824100000000,48,241,"Jasper County, TX",Oct-22,12674,11885,789,6.20000000
CN4824300000000,48,243,"Jeff Davis County, TX",Oct-22,983,950,33,3.40000000
CN4824500000000,48,245,"Jefferson County, TX",Oct-22,100790,94677,6113,6.10000000
CN4824700000000,48,247,"Jim Hogg County, TX",Oct-22,1781,1685,96,5.40000000
CN4824900000000,48,249,"Jim Wells County, TX",Oct-22,15160,14255,905,6.00000000
CN4825100000000,48,251,"Johnson County, TX",Oct-22,88941,86056,2885,3.20000000
CN4825300000000,48,253,"Jones County, TX",Oct-22,5613,5370,243,4.30000000
CN4825500000000,48,255,"Karnes County, TX",Oct-22,6871,6673,198,2.90000000
CN4825700000000,48,257,"Kaufman County, TX",Oct-22,76141,73379,2762,3.60000000
CN4825900000000,48,259,"Kendall County, TX",Oct-22,23459,22754,705,3.00000000
CN4826100000000,48,261,"Kenedy County, TX",Oct-22,173,162,11,6.40000000
CN4826300000000,48,263,"Kent County, TX",Oct-22,421,409,12,2.90000000
CN4826500000000,48,265,"Kerr County, TX",Oct-22,21770,21018,752,3.50000000
CN4826700000000,48,267,"Kimble County, TX",Oct-22,1880,1821,59,3.10000000
CN4826900000000,48,269,"King County, TX",Oct-22,616,612,4,0.60000000
CN4827100000000,48,271,"Kinney County, TX",Oct-22,1163,1107,56,4.80000000
CN4827300000000,48,273,"Kleberg County, TX",Oct-22,12897,12281,616,4.80000000
CN4827500000000,48,275,"Knox County, TX",Oct-22,1359,1305,54,4.00000000
CN4827700000000,48,277,"Lamar County, TX",Oct-22,24196,23192,1004,4.10000000
CN4827900000000,48,279,"Lamb County, TX",Oct-22,5010,4822,188,3.80000000
CN4828100000000,48,281,"Lampasas County, TX",Oct-22,9342,9012,330,3.50000000
CN4828300000000,48,283,"La Salle County, TX",Oct-22,3829,3723,106,2.80000000
CN4828500000000,48,285,"Lavaca County, TX",Oct-22,8509,8230,279,3.30000000
CN4828700000000,48,287,"Lee County, TX",Oct-22,8830,8550,280,3.20000000
CN4828900000000,48,289,"Leon County, TX",Oct-22,5947,5649,298,5.00000000
CN4829100000000,48,291,"Liberty County, TX",Oct-22,35450,33459,1991,5.60000000
CN4829300000000,48,293,"Limestone County, TX",Oct-22,8461,8085,376,4.40000000
CN4829500000000,48,295,"Lipscomb County, TX",Oct-22,1435,1394,41,2.90000000
CN4829700000000,48,297,"Live Oak County, TX",Oct-22,4665,4458,207,4.40000000
CN4829900000000,48,299,"Llano County, TX",Oct-22,9043,8705,338,3.70000000
CN4830100000000,48,301,"Loving County, TX",Oct-22,571,567,4,0.70000000
CN4830300000000,48,303,"Lubbock County, TX",Oct-22,162936,157836,5100,3.10000000
CN4830500000000,48,305,"Lynn County, TX",Oct-22,2759,2668,91,3.30000000
CN4830700000000,48,307,"McCulloch County, TX",Oct-22,3003,2871,132,4.40000000
CN4830900000000,48,309,"McLennan County, TX",Oct-22,124810,120605,4205,3.40000000
CN4831100000000,48,311,"McMullen County, TX",Oct-22,790,776,14,1.80000000
CN4831300000000,48,313,"Madison County, TX",Oct-22,4673,4481,192,4.10000000
CN4831500000000,48,315,"Marion County, TX",Oct-22,4236,4031,205,4.80000000
CN4831700000000,48,317,"Martin County, TX",Oct-22,2619,2545,74,2.80000000
CN4831900000000,48,319,"Mason County, TX",Oct-22,1775,1719,56,3.20000000
CN4832100000000,48,321,"Matagorda County, TX",Oct-22,16182,15208,974,6.00000000
CN4832300000000,48,323,"Maverick County, TX",Oct-22,22194,20573,1621,7.30000000
CN4832500000000,48,325,"Medina County, TX",Oct-22,22362,21550,812,3.60000000
CN4832700000000,48,327,"Menard County, TX",Oct-22,772,745,27,3.50000000
CN4832900000000,48,329,"Midland County, TX",Oct-22,101383,98392,2991,3.00000000
CN4833100000000,48,331,"Milam County, TX",Oct-22,10149,9723,426,4.20000000
CN4833300000000,48,333,"Mills County, TX",Oct-22,1806,1730,76,4.20000000
CN4833500000000,48,335,"Mitchell County, TX",Oct-22,2277,2178,99,4.30000000
CN4833700000000,48,337,"Montague County, TX",Oct-22,9266,8946,320,3.50000000
CN4833900000000,48,339,"Montgomery County, TX",Oct-22,304317,292866,11451,3.80000000
CN4834100000000,48,341,"Moore County, TX",Oct-22,10871,10596,275,2.50000000
CN4834300000000,48,343,"Morris County, TX",Oct-22,4367,4074,293,6.70000000
CN4834500000000,48,345,"Motley County, TX",Oct-22,429,411,18,4.20000000
CN4834700000000,48,347,"Nacogdoches County, TX",Oct-22,27925,26780,1145,4.10000000
CN4834900000000,48,349,"Navarro County, TX",Oct-22,24124,23280,844,3.50000000
CN4835100000000,48,351,"Newton County, TX",Oct-22,4846,4520,326,6.70000000
CN4835300000000,48,353,"Nolan County, TX",Oct-22,6878,6644,234,3.40000000
CN4835500000000,48,355,"Nueces County, TX",Oct-22,164079,156608,7471,4.60000000
CN4835700000000,48,357,"Ochiltree County, TX",Oct-22,3859,3733,126,3.30000000
CN4835900000000,48,359,"Oldham County, TX",Oct-22,897,872,25,2.80000000
CN4836100000000,48,361,"Orange County, TX",Oct-22,34830,32845,1985,5.70000000
CN4836300000000,48,363,"Palo Pinto County, TX",Oct-22,12675,12189,486,3.80000000
CN4836500000000,48,365,"Panola County, TX",Oct-22,9436,9021,415,4.40000000
CN4836700000000,48,367,"Parker County, TX",Oct-22,74515,72204,2311,3.10000000
CN4836900000000,48,369,"Parmer County, TX",Oct-22,4778,4661,117,2.40000000
CN4837100000000,48,371,"Pecos County, TX",Oct-22,5607,5362,245,4.40000000
CN4837300000000,48,373,"Polk County, TX",Oct-22,18267,17264,1003,5.50000000
CN4837500000000,48,375,"Potter County, TX",Oct-22,54094,52489,1605,3.00000000
CN4837700000000,48,377,"Presidio County, TX",Oct-22,3087,2882,205,6.60000000
CN4837900000000,48,379,"Rains County, TX",Oct-22,6658,6441,217,3.30000000
CN4838100000000,48,381,"Randall County, TX",Oct-22,74595,72553,2042,2.70000000
CN4838300000000,48,383,"Reagan County, TX",Oct-22,1543,1485,58,3.80000000
CN4838500000000,48,385,"Real County, TX",Oct-22,1060,1006,54,5.10000000
CN4838700000000,48,387,"Red River County, TX",Oct-22,5326,5079,247,4.60000000
CN4838900000000,48,389,"Reeves County, TX",Oct-22,9224,8890,334,3.60000000
CN4839100000000,48,391,"Refugio County, TX",Oct-22,2944,2816,128,4.30000000
CN4839300000000,48,393,"Roberts County, TX",Oct-22,379,367,12,3.20000000
CN4839500000000,48,395,"Robertson County, TX",Oct-22,7659,7376,283,3.70000000
CN4839700000000,48,397,"Rockwall County, TX",Oct-22,60053,58155,1898,3.20000000
CN4839900000000,48,399,"Runnels County, TX",Oct-22,4483,4339,144,3.20000000
CN4840100000000,48,401,"Rusk County, TX",Oct-22,22214,21292,922,4.20000000
CN4840300000000,48,403,"Sabine County, TX",Oct-22,3912,3656,256,6.50000000
CN4840500000000,48,405,"San Augustine County, TX",Oct-22,2947,2768,179,6.10000000
CN4840700000000,48,407,"San Jacinto County, TX",Oct-22,11916,11333,583,4.90000000
CN4840900000000,48,409,"San Patricio County, TX",Oct-22,29134,27463,1671,5.70000000
CN4841100000000,48,411,"San Saba County, TX",Oct-22,2074,2004,70,3.40000000
CN4841300000000,48,413,"Schleicher County, TX",Oct-22,1136,1096,40,3.50000000
CN4841500000000,48,415,"Scurry County, TX",Oct-22,5722,5472,250,4.40000000
CN4841700000000,48,417,"Shackelford County, TX",Oct-22,1790,1745,45,2.50000000
CN4841900000000,48,419,"Shelby County, TX",Oct-22,11561,11130,431,3.70000000
CN4842100000000,48,421,"Sherman County, TX",Oct-22,1424,1387,37,2.60000000
CN4842300000000,48,423,"Smith County, TX",Oct-22,111862,107895,3967,3.50000000
CN4842500000000,48,425,"Somervell County, TX",Oct-22,4577,4408,169,3.70000000
CN4842700000000,48,427,"Starr County, TX",Oct-22,23058,20589,2469,10.70000000
CN4842900000000,48,429,"Stephens County, TX",Oct-22,4226,4086,140,3.30000000
CN4843100000000,48,431,"Sterling County, TX",Oct-22,490,474,16,3.30000000
CN4843300000000,48,433,"Stonewall County, TX",Oct-22,562,543,19,3.40000000
CN4843500000000,48,435,"Sutton County, TX",Oct-22,1057,999,58,5.50000000
CN4843700000000,48,437,"Swisher County, TX",Oct-22,2541,2430,111,4.40000000
CN4843900000000,48,439,"Tarrant County, TX",Oct-22,1142443,1102771,39672,3.50000000
CN4844100000000,48,441,"Taylor County, TX",Oct-22,67065,64956,2109,3.10000000
CN4844300000000,48,443,"Terrell County, TX",Oct-22,424,412,12,2.80000000
CN4844500000000,48,445,"Terry County, TX",Oct-22,4447,4263,184,4.10000000
CN4844700000000,48,447,"Throckmorton County, TX",Oct-22,1452,1431,21,1.40000000
CN4844900000000,48,449,"Titus County, TX",Oct-22,13672,13099,573,4.20000000
CN4845100000000,48,451,"Tom Green County, TX",Oct-22,53735,51961,1774,3.30000000
CN4845300000000,48,453,"Travis County, TX",Oct-22,806765,784520,22245,2.80000000
CN4845500000000,48,455,"Trinity County, TX",Oct-22,5135,4864,271,5.30000000
CN4845700000000,48,457,"Tyler County, TX",Oct-22,7364,6944,420,5.70000000
CN4845900000000,48,459,"Upshur County, TX",Oct-22,17632,16908,724,4.10000000
CN4846100000000,48,461,"Upton County, TX",Oct-22,1644,1588,56,3.40000000
CN4846300000000,48,463,"Uvalde County, TX",Oct-22,10893,10416,477,4.40000000
CN4846500000000,48,465,"Val Verde County, TX",Oct-22,21950,20996,954,4.30000000
CN4846700000000,48,467,"Van Zandt County, TX",Oct-22,27286,26370,916,3.40000000
CN4846900000000,48,469,"Victoria County, TX",Oct-22,40706,39020,1686,4.10000000
CN4847100000000,48,471,"Walker County, TX",Oct-22,23315,22246,1069,4.60000000
CN4847300000000,48,473,"Waller County, TX",Oct-22,25534,24457,1077,4.20000000
CN4847500000000,48,475,"Ward County, TX",Oct-22,6387,6163,224,3.50000000
CN4847700000000,48,477,"Washington County, TX",Oct-22,14623,14060,563,3.90000000
CN4847900000000,48,479,"Webb County, TX",Oct-22,117749,113307,4442,3.80000000
CN4848100000000,48,481,"Wharton County, TX",Oct-22,20731,19955,776,3.70000000
CN4848300000000,48,483,"Wheeler County, TX",Oct-22,1810,1737,73,4.00000000
CN4848500000000,48,485,"Wichita County, TX",Oct-22,55294,53287,2007,3.60000000
CN4848700000000,48,487,"Wilbarger County, TX",Oct-22,4609,4388,221,4.80000000
CN4848900000000,48,489,"Willacy County, TX",Oct-22,6985,6445,540,7.70000000
CN4849100000000,48,491,"Williamson County, TX",Oct-22,357179,346915,10264,2.90000000
CN4849300000000,48,493,"Wilson County, TX",Oct-22,25714,24932,782,3.00000000
CN4849500000000,48,495,"Winkler County, TX",Oct-22,3603,3453,150,4.20000000
CN4849700000000,48,497,"Wise County, TX",Oct-22,34181,33056,1125,3.30000000
CN4849900000000,48,499,"Wood County, TX",Oct-22,17792,17018,774,4.40000000
CN4850100000000,48,501,"Yoakum County, TX",Oct-22,2994,2861,133,4.40000000
CN4850300000000,48,503,"Young County, TX",Oct-22,7999,7749,250,3.10000000
CN4850500000000,48,505,"Zapata County, TX",Oct-22,4427,4123,304,6.90000000
CN4850700000000,48,507,"Zavala County, TX",Oct-22,3187,2909,278,8.70000000
CN4900100000000,49,001,"Beaver County, UT",Oct-22,2749,2678,71,2.60000000
CN4900300000000,49,003,"Box Elder County, UT",Oct-22,27779,27238,541,1.90000000
CN4900500000000,49,005,"Cache County, UT",Oct-22,72495,71248,1247,1.70000000
CN4900700000000,49,007,"Carbon County, UT",Oct-22,8555,8306,249,2.90000000
CN4900900000000,49,009,"Daggett County, UT",Oct-22,403,388,15,3.70000000
CN4901100000000,49,011,"Davis County, UT",Oct-22,186372,182749,3623,1.90000000
CN4901300000000,49,013,"Duchesne County, UT",Oct-22,8153,7947,206,2.50000000
CN4901500000000,49,015,"Emery County, UT",Oct-22,4527,4423,104,2.30000000
CN4901700000000,49,017,"Garfield County, UT",Oct-22,2989,2894,95,3.20000000
CN4901900000000,49,019,"Grand County, UT",Oct-22,7281,7141,140,1.90000000
CN4902100000000,49,021,"Iron County, UT",Oct-22,28490,27919,571,2.00000000
CN4902300000000,49,023,"Juab County, UT",Oct-22,6561,6444,117,1.80000000
CN4902500000000,49,025,"Kane County, UT",Oct-22,4132,4056,76,1.80000000
CN4902700000000,49,027,"Millard County, UT",Oct-22,6078,5958,120,2.00000000
CN4902900000000,49,029,"Morgan County, UT",Oct-22,6010,5902,108,1.80000000
CN4903100000000,49,031,"Piute County, UT",Oct-22,524,505,19,3.60000000
CN4903300000000,49,033,"Rich County, UT",Oct-22,1113,1087,26,2.30000000
CN4903500000000,49,035,"Salt Lake County, UT",Oct-22,675273,661370,13903,2.10000000
CN4903700000000,49,037,"San Juan County, UT",Oct-22,5678,5486,192,3.40000000
CN4903900000000,49,039,"Sanpete County, UT",Oct-22,13465,13140,325,2.40000000
CN4904100000000,49,041,"Sevier County, UT",Oct-22,10341,10099,242,2.30000000
CN4904300000000,49,043,"Summit County, UT",Oct-22,25394,24856,538,2.10000000
CN4904500000000,49,045,"Tooele County, UT",Oct-22,38065,37181,884,2.30000000
CN4904700000000,49,047,"Uintah County, UT",Oct-22,14158,13723,435,3.10000000
CN4904900000000,49,049,"Utah County, UT",Oct-22,352956,346267,6689,1.90000000
CN4905100000000,49,051,"Wasatch County, UT",Oct-22,17769,17403,366,2.10000000
CN4905300000000,49,053,"Washington County, UT",Oct-22,88153,86295,1858,2.10000000
CN4905500000000,49,055,"Wayne County, UT",Oct-22,1483,1441,42,2.80000000
CN4905700000000,49,057,"Weber County, UT",Oct-22,136442,133579,2863,2.10000000
CN5000100000000,50,001,"Addison County, VT",Oct-22,20632,20304,328,1.60000000
CN5000300000000,50,003,"Bennington County, VT",Oct-22,17396,17032,364,2.10000000
CN5000500000000,50,005,"Caledonia County, VT",Oct-22,14162,13873,289,2.00000000
CN5000700000000,50,007,"Chittenden County, VT",Oct-22,96839,95346,1493,1.50000000
CN5000900000000,50,009,"Essex County, VT",Oct-22,2593,2518,75,2.90000000
CN5001100000000,50,011,"Franklin County, VT",Oct-22,27675,27206,469,1.70000000
CN5001300000000,50,013,"Grand Isle County, VT",Oct-22,4072,4000,72,1.80000000
CN5001500000000,50,015,"Lamoille County, VT",Oct-22,13598,13304,294,2.20000000
CN5001700000000,50,017,"Orange County, VT",Oct-22,15310,15055,255,1.70000000
CN5001900000000,50,019,"Orleans County, VT",Oct-22,12579,12239,340,2.70000000
CN5002100000000,50,021,"Rutland County, VT",Oct-22,28832,28173,659,2.30000000
CN5002300000000,50,023,"Washington County, VT",Oct-22,33044,32479,565,1.70000000
CN5002500000000,50,025,"Windham County, VT",Oct-22,20320,19907,413,2.00000000
CN5002700000000,50,027,"Windsor County, VT",Oct-22,27763,27312,451,1.60000000
CN5100100000000,51,001,"Accomack County, VA",Oct-22,15942,15503,439,2.80000000
CN5100300000000,51,003,"Albemarle County, VA",Oct-22,56906,55433,1473,2.60000000
CN5100500000000,51,005,"Alleghany County, VA",Oct-22,6996,6809,187,2.70000000
CN5100700000000,51,007,"Amelia County, VA",Oct-22,6083,5918,165,2.70000000
CN5100900000000,51,009,"Amherst County, VA",Oct-22,14682,14246,436,3.00000000
CN5101100000000,51,011,"Appomattox County, VA",Oct-22,7068,6860,208,2.90000000
CN5101300000000,51,013,"Arlington County, VA",Oct-22,153564,150553,3011,2.00000000
CN5101500000000,51,015,"Augusta County, VA",Oct-22,37297,36401,896,2.40000000
CN5101700000000,51,017,"Bath County, VA",Oct-22,2428,2371,57,2.30000000
CN5101900000000,51,019,"Bedford County, VA",Oct-22,38068,37062,1006,2.60000000
CN5102100000000,51,021,"Bland County, VA",Oct-22,2883,2814,69,2.40000000
CN5102300000000,51,023,"Botetourt County, VA",Oct-22,17101,16680,421,2.50000000
CN5102500000000,51,025,"Brunswick County, VA",Oct-22,6047,5778,269,4.40000000
CN5102700000000,51,027,"Buchanan County, VA",Oct-22,6662,6363,299,4.50000000
CN5102900000000,51,029,"Buckingham County, VA",Oct-22,6311,6078,233,3.70000000
CN5103100000000,51,031,"Campbell County, VA",Oct-22,25507,24781,726,2.80000000
CN5103300000000,51,033,"Caroline County, VA",Oct-22,14822,14360,462,3.10000000
CN5103500000000,51,035,"Carroll County, VA",Oct-22,13918,13511,407,2.90000000
CN5103600000000,51,036,"Charles City County, VA",Oct-22,3489,3381,108,3.10000000
CN5103700000000,51,037,"Charlotte County, VA",Oct-22,5947,5793,154,2.60000000
CN5104100000000,51,041,"Chesterfield County, VA",Oct-22,186802,181622,5180,2.80000000
CN5104300000000,51,043,"Clarke County, VA",Oct-22,7544,7371,173,2.30000000
CN5104500000000,51,045,"Craig County, VA",Oct-22,2240,2175,65,2.90000000
CN5104700000000,51,047,"Culpeper County, VA",Oct-22,25070,24419,651,2.60000000
CN5104900000000,51,049,"Cumberland County, VA",Oct-22,4821,4684,137,2.80000000
CN5105100000000,51,051,"Dickenson County, VA",Oct-22,5289,5102,187,3.50000000
CN5105300000000,51,053,"Dinwiddie County, VA",Oct-22,13341,12920,421,3.20000000
CN5105700000000,51,057,"Essex County, VA",Oct-22,5382,5200,182,3.40000000
CN5105900000000,51,059,"Fairfax County, VA",Oct-22,625648,610800,14848,2.40000000
CN5106100000000,51,061,"Fauquier County, VA",Oct-22,37109,36206,903,2.40000000
CN5106300000000,51,063,"Floyd County, VA",Oct-22,8560,8371,189,2.20000000
CN5106500000000,51,065,"Fluvanna County, VA",Oct-22,13891,13563,328,2.40000000
CN5106700000000,51,067,"Franklin County, VA",Oct-22,25681,24951,730,2.80000000
CN5106900000000,51,069,"Frederick County, VA",Oct-22,50236,49069,1167,2.30000000
CN5107100000000,51,071,"Giles County, VA",Oct-22,8163,7935,228,2.80000000
CN5107300000000,51,073,"Gloucester County, VA",Oct-22,19131,18637,494,2.60000000
CN5107500000000,51,075,"Goochland County, VA",Oct-22,11440,11140,300,2.60000000
CN5107700000000,51,077,"Grayson County, VA",Oct-22,9230,9039,191,2.10000000
CN5107900000000,51,079,"Greene County, VA",Oct-22,10422,10183,239,2.30000000
CN5108100000000,51,081,"Greensville County, VA",Oct-22,4641,4487,154,3.30000000
CN5108300000000,51,083,"Halifax County, VA",Oct-22,16268,15690,578,3.60000000
CN5108500000000,51,085,"Hanover County, VA",Oct-22,57985,56586,1399,2.40000000
CN5108700000000,51,087,"Henrico County, VA",Oct-22,178688,173746,4942,2.80000000
CN5108900000000,51,089,"Henry County, VA",Oct-22,26120,25356,764,2.90000000
CN5109100000000,51,091,"Highland County, VA",Oct-22,1324,1297,27,2.00000000
CN5109300000000,51,093,"Isle of Wight County, VA",Oct-22,19314,18801,513,2.70000000
CN5109500000000,51,095,"James City County, VA",Oct-22,36211,35217,994,2.70000000
CN5109700000000,51,097,"King and Queen County, VA",Oct-22,4040,3949,91,2.30000000
CN5109900000000,51,099,"King George County, VA",Oct-22,14704,14361,343,2.30000000
CN5110100000000,51,101,"King William County, VA",Oct-22,9253,9016,237,2.60000000
CN5110300000000,51,103,"Lancaster County, VA",Oct-22,5771,5610,161,2.80000000
CN5110500000000,51,105,"Lee County, VA",Oct-22,8858,8558,300,3.40000000
CN5110700000000,51,107,"Loudoun County, VA",Oct-22,227500,222284,5216,2.30000000
CN5110900000000,51,109,"Louisa County, VA",Oct-22,21690,21189,501,2.30000000
CN5111100000000,51,111,"Lunenburg County, VA",Oct-22,5398,5218,180,3.30000000
CN5111300000000,51,113,"Madison County, VA",Oct-22,7797,7643,154,2.00000000
CN5111500000000,51,115,"Mathews County, VA",Oct-22,4010,3900,110,2.70000000
CN5111700000000,51,117,"Mecklenburg County, VA",Oct-22,13724,13303,421,3.10000000
CN5111900000000,51,119,"Middlesex County, VA",Oct-22,5469,5335,134,2.50000000
CN5112100000000,51,121,"Montgomery County, VA",Oct-22,52300,50913,1387,2.70000000
CN5112500000000,51,125,"Nelson County, VA",Oct-22,7250,7066,184,2.50000000
CN5112700000000,51,127,"New Kent County, VA",Oct-22,12784,12482,302,2.40000000
CN5113100000000,51,131,"Northampton County, VA",Oct-22,5784,5593,191,3.30000000
